numpoliza,numorden,rutbeneficiario,dvrutbeneficiario,apellidopaterno,apellidomaterno,nombres,sexo,tipobeneficiario,situacioninvalidez,fechanacimiento,edad,numdependentes,fechafallecimiento,fechainvalidez,derechopension,requisitopension,relacionhijomadre,fechanacimientohijomenor,derechoacrecer,porcentajepension,pensionpersona
38434065,1307123827,17199785,7,,,,F,52,N,,0,0,,,90,4,,,,,
40355906,1292475824,14910575,5,,,,F,20,P,,0,0,,,90,1,,,,,
16109978,1723604618,17860171,1,,,,F,42,T,,0,0,,,20,2,,,,,
581562,1385178610,9249350,7,,,,M,21,T,,0,0,,,10,3,,,,,
81606194,1124349471,22158547,4,,,,F,11,N,,0,0,,,90,5,,,,,
33887183,1157081350,13856587,3,,,,M,41,P,,0,0,,,90,1,,,,,
85326336,1971374133,14789887,4,,,,F,21,P,,0,0,,,90,1,,,,,
17500903,1941413370,21677316,3,,,,M,41,P,,0,0,,,90,2,,,,,
4016453,1792925778,22969307,5,,,Eduardo,M,35,T,,0,0,,,90,5,,,,,
32522635,2048281074,25203675,1,,,Adelaide,F,10,T,,0,0,,,20,6,,,,,
95051993,1357278758,10224740,6,,,Elise,F,20,P,,0,0,,,10,1,,,,,
88266740,2122808224,13956379,6,,,Danny,M,11,T,,0,0,,,10,5,,,,,
63975842,1052337227,14928108,4,,,Tony,M,41,N,,0,0,,,20,5,,,,,
86441983,1178405334,23996134,4,,,Chloe,F,52,N,,0,0,,,20,1,,,,,
859193,2022022759,27638601,7,,,Anne,F,77,P,,0,0,,,20,3,,,,,
56532706,1026686199,17700596,3,,,Havana,F,30,P,,0,0,,,20,3,,,,,
86784042,1872565505,16769985,7,,,Angelica,F,,T,,0,0,,,90,6,,,,,
87343865,1453198420,14749805,4,,,Sebastian,M,21,T,,0,0,,,10,6,,,,,
60678114,1207010536,12264274,8,,,Harry,M,11,P,,0,0,,,10,1,,,,,
67726905,1522947992,9628880,3,,,Anthony,M,52,P,,0,0,,,90,3,,,,,
45972180,1935131974,20327040,8,,,Zoe,F,20,P,,0,0,,,20,2,,,,,
88110109,1957305775,24930197,5,,,Sabina,F,,T,,0,0,,,90,1,,,,,
66503180,1052650724,21447227,3,,,Mike,M,52,T,,0,0,,,20,5,,,,,
9791991,1998722467,23476311,3,,,Mike,M,50,P,,0,0,,,10,5,,,,,
27659048,1775522552,12096311,4,,,Carl,M,21,T,,0,0,,,90,2,,,,,
52916677,1772372729,27278414,2,,,Aleksandra,F,41,P,,0,0,,,90,4,,,,,
71252160,1264293047,22898129,7,,,Camila,F,41,T,,0,0,,,10,3,,,,,
22880915,2079311615,15707327,1,,,Percy,M,51,N,,0,0,,,20,1,,,,,
71551151,1702722571,12494861,3,,,David,M,30,N,,0,0,,,20,3,,,,,
99544791,1529565083,18062160,6,,,Vicky,F,11,P,,0,0,,,10,4,,,,,
26491082,1052211347,22530088,7,,,Angelique,F,21,P,,0,0,,,10,2,,,,,
10951326,1990075189,8049590,5,,,Hannah,F,10,N,,0,0,,,10,8,,,,,
80938675,1374741431,15801793,5,,,Ilona,F,10,P,,0,0,,,20,4,,,,,
20383848,1819232445,27749683,5,,,Gil,M,50,N,,0,0,,,20,2,,,,,
81056219,1372047438,15789503,6,,,Gabriel,M,52,N,,0,0,,,10,7,,,,,
93904919,1832649700,26485759,4,,,Anne,F,,T,,0,0,,,90,5,,,,,
94256263,2031727667,24571805,5,,,Abbey,F,,T,,0,0,,,20,3,,,,,
63585005,2037213539,19733071,2,,,Johnny,M,35,N,,0,0,,,90,3,,,,,
80343286,1823765570,8262214,5,,,Bryon,M,41,P,,0,0,,,90,6,,,,,
81063981,1681571811,16981463,7,,,Lucy,F,30,P,,0,0,,,10,7,,,,,
93142513,1709713481,13290382,7,,,Harvey,M,10,T,,0,0,,,20,6,,,,,
97491428,1910887506,7898692,5,,,Russel,M,,T,,0,0,,,10,1,,,,,
98116446,1080898469,23662738,6,,,Sofia,F,35,N,,0,0,,,10,7,,,,,
63867646,2141074853,9685302,3,,,Fred,M,,P,,0,0,,,20,4,,,,,
73487640,1190052795,17502050,7,,,Bryon,M,20,P,,0,0,,,10,4,,,,,
68413744,1251086909,13681263,1,,,Matthew,M,77,N,,0,0,,,20,5,,,,,
99974895,1633076925,15397002,4,,,Julianna,F,10,N,,0,0,,,10,6,,,,,
83560449,2013025216,8412332,2,,,Carrie,F,,N,,0,0,,,90,7,,,,,
386511,1376508569,16240190,1,,,Martha,F,,P,,0,0,,,90,7,,,,,
64873371,1585745868,17507260,4,,,Mike,M,35,N,,0,0,,,90,4,,,,,
97591183,1228148221,17092855,8,,,Jane,F,30,P,,0,0,,,10,2,,,,,
94106267,1918197885,15316791,8,,,Carl,M,52,T,,0,0,,,90,3,,,,,
285196,1253047981,15701930,6,,,Tyler,M,11,T,,0,0,,,10,2,,,,,
64532239,1362306930,16740075,5,,,Daron,M,,P,,0,0,,,10,3,,,,,
34997225,1719073625,18730347,1,,,Ramon,M,,N,,0,0,,,90,4,,,,,
30360885,2077044601,17033670,5,,,Martin,M,10,N,,0,0,,,10,3,,,,,
5985538,1570753235,22677182,5,,,Harvey,M,41,T,,0,0,,,20,7,,,,,
2950327,1865624816,8439186,2,,,Tyson,M,35,P,,0,0,,,90,5,,,,,
76698480,1659350041,10439481,1,,,Summer,F,21,N,,0,0,,,90,6,,,,,
20303287,2057026988,17488207,3,,,Chris,M,11,N,,0,0,,,20,8,,,,,
66341530,1036034630,16421408,4,,,Josh,M,50,P,,0,0,,,20,3,,,,,
40242602,1713296467,27512792,3,,,Alan,M,30,T,,0,0,,,10,8,,,,,
32224723,1634566819,24978119,6,,,Rufus,M,41,P,,0,0,,,90,4,,,,,
70229083,1786999036,17424401,6,,,Bryon,M,77,P,,0,0,,,10,2,,,,,
62857987,1890280581,9136925,3,,,Violet,F,77,T,,0,0,,,90,5,,,,,
35202658,1904752793,9734023,6,,,Ada,F,21,N,,0,0,,,90,6,,,,,
19039,1798926449,12938613,7,,,George,M,,N,,0,0,,,90,5,,,,,
92734763,1795748081,11933615,5,,,Boris,M,41,T,,0,0,,,10,6,,,,,
59844662,1902394780,10119025,5,,,Luna,F,42,T,,0,0,,,90,3,,,,,
47685161,1102562170,9132974,1,,,Abbey,F,42,T,,0,0,,,20,7,,,,,
2803272,1786372040,11241730,4,,,Margaret,F,50,P,,0,0,,,10,3,,,,,
37229002,1364422948,21271786,6,,,Abdul,M,77,P,,0,0,,,20,8,,,,,
77627744,1593348686,22790169,4,,,Anabelle,F,10,N,,0,0,,,20,7,,,,,
84182440,1586393224,9537281,3,,,Manuel,M,10,P,,0,0,,,20,1,,,,,
10649165,1140931623,22159425,3,,,Manuel,M,,T,,0,0,,,10,5,,,,,
68052375,1995395405,15884496,6,,,Kendra,F,21,P,,0,0,,,90,8,,,,,
90397747,1817236381,24554300,5,,,Zara,F,30,T,,0,0,,,90,5,,,,,
13271542,1748508086,20580218,7,,,Caleb,M,11,N,,0,0,,,90,6,,,,,
37211760,1157422922,16167160,8,,,Wendy,F,51,P,,0,0,,,90,2,,,,,
60869599,1009943215,24152117,5,,,Elena,F,20,P,,0,0,,,10,5,,,,,
84062470,1067642543,13130340,1,,,Allison,F,20,N,,0,0,,,90,8,,,,,
15037689,1707405907,16831988,2,,,Carissa,F,11,N,,0,0,,,20,8,,,,,
89907656,1848996840,7948351,8,,,Clint,M,41,N,,0,0,,,90,2,,,,,
89593077,1411674121,19474571,5,,,Brooklyn,F,35,P,,0,0,,,90,2,,,,,
71784102,1702064696,21031445,1,,,Caleb,M,35,P,,0,0,,,90,5,,,,,
89619701,1540138494,15224738,8,,,Julian,M,30,P,,0,0,,,20,4,,,,,
51890545,1095900015,18991668,5,,,Beatrice,F,77,N,,0,0,,,10,3,,,,,
9942943,1868011021,13803810,3,,,Cedrick,M,77,T,,0,0,,,20,8,,,,,
37575853,1615515218,21628725,2,,,Sadie,F,35,P,,0,0,,,90,2,,,,,
68867306,1480474001,10262942,4,,,Lana,F,41,P,,0,0,,,10,1,,,,,
22438036,1093564404,13161344,6,,,Chuck,M,42,N,,0,0,,,10,8,,,,,
55707723,1076346805,11193798,8,,,Analise,F,21,N,,0,0,,,10,6,,,,,
22719530,1206517014,20264572,2,,,Ruby,F,77,N,,0,0,,,20,2,,,,,
89280335,1062526518,16972307,8,,,Mina,F,11,T,,0,0,,,20,3,,,,,
28765186,1122528204,19454626,3,,,Sylvia,F,42,P,,0,0,,,90,8,,,,,
13265227,1944103278,8446510,1,,,Kurt,M,50,P,,0,0,,,90,8,,,,,
33602198,1154104430,13418380,4,,,Abbey,F,35,P,,0,0,,,20,7,,,,,
50527331,1605012404,14295123,5,,,Jacob,M,52,P,,0,0,,,10,3,,,,,
28821871,1328996623,14219462,8,,,George,M,35,P,,0,0,,,90,6,,,,,
18112413,2095511666,12481383,8,,,Megan,F,,N,,0,0,,,10,6,,,,,
38811710,2048260925,18713246,6,,,Brad,M,50,N,,0,0,,,20,2,,,,,
36691893,1099419151,7437166,1,,,Josh,M,50,N,,0,0,,,10,7,,,,,
12959523,1903554666,10536373,3,,,Chelsea,F,,N,,0,0,,,20,8,,,,,
62670870,1320806964,26917465,3,,,Anabelle,F,35,T,,0,0,,,20,5,,,,,
51660891,1170852061,25619297,8,,,Kenzie,F,30,P,,0,0,,,20,3,,,,,
13597528,1820274642,16023842,5,,,Camellia,F,51,N,,0,0,,,20,4,,,,,
53447081,1767202408,15183835,2,,,Cameron,F,77,N,,0,0,,,10,6,,,,,
8915877,1265278398,20567869,4,,,Quinn,F,21,T,,0,0,,,20,6,,,,,
14204621,1142866056,24095659,8,,,Jade,F,35,P,,0,0,,,10,7,,,,,
81602551,1360438006,14527776,5,,,Claire,F,51,N,,0,0,,,90,2,,,,,
7676515,1161490537,14173589,8,,,Sebastian,M,35,T,,0,0,,,10,6,,,,,
96261371,1587613926,12236043,3,,,Camellia,F,42,P,,0,0,,,90,8,,,,,
63878024,1129433590,24385770,1,,,Nancy,F,30,P,,0,0,,,90,5,,,,,
95036772,1708722108,22502602,5,,,Mike,M,20,P,,0,0,,,10,4,,,,,
2098594,1203152409,15303629,3,,,Eileen,F,21,N,,0,0,,,90,1,,,,,
55283359,1465211819,21669744,1,,,Charlize,F,11,P,,0,0,,,10,4,,,,,
92788397,1668748168,13266029,5,,,Jane,F,21,T,,0,0,,,20,2,,,,,
51167377,1757779053,23950263,6,,,Enoch,M,,P,,0,0,,,90,7,,,,,
77060529,1115589867,11030011,8,,,Nathan,M,21,P,,0,0,,,90,2,,,,,
34390958,1708864665,16800205,1,,,Nathan,M,42,T,,0,0,,,90,5,,,,,
83349198,1157735019,11051315,3,,,Peter,M,11,P,,0,0,,,90,6,,,,,
19082563,1868238735,18026506,4,,,Joseph,M,21,T,,0,0,,,20,5,,,,,
68827518,1795054871,16813334,2,,,Javier,M,20,P,,0,0,,,20,6,,,,,
79999040,1939435402,14485442,6,,,Maia,F,35,T,,0,0,,,90,5,,,,,
95391746,1983714445,12840126,5,,,Goldie,F,10,T,,0,0,,,20,8,,,,,
97428923,1032466573,17520335,7,,,Mike,M,77,N,,0,0,,,10,8,,,,,
48390545,1557064694,22177173,1,,,Nicole,F,11,P,,0,0,,,90,2,,,,,
28345207,1434870078,17769654,8,,,Daron,M,30,N,,0,0,,,90,7,,,,,
9642568,1106850331,15019000,2,,,Barry,M,20,T,,0,0,,,90,1,,,,,
79979782,1828323361,23550296,7,,,Leah,F,41,P,,0,0,,,10,8,,,,,
41159784,1508824107,11638040,3,,,Lorraine,F,11,N,,0,0,,,10,6,,,,,
92872124,1116340426,20176114,6,,,Denis,M,35,N,,0,0,,,20,5,,,,,
88612335,2086217682,21924318,2,,,Logan,M,10,P,,0,0,,,20,2,,,,,
47775947,1593006146,27229722,8,,,Enoch,M,52,T,,0,0,,,10,5,,,,,
99225358,1527947673,25029497,2,,,Bart,M,20,N,,0,0,,,90,2,,,,,
82515967,2103333798,14001247,5,,,Russel,M,21,P,,0,0,,,10,2,,,,,
27935811,1726290348,10261487,6,,,Bryon,M,41,P,,0,0,,,10,3,,,,,
86639388,1186870736,22085074,3,,,Britney,F,41,N,,0,0,,,20,2,,,,,
70309560,1564762811,10105727,6,,,Harvey,M,51,T,,0,0,,,10,3,,,,,
94662394,1451567451,19232162,1,,,Luke,M,20,N,,0,0,,,10,3,,,,,
10980081,1119695122,16773887,8,,,Mark,M,20,P,,0,0,,,90,1,,,,,
43692657,1355106697,16422948,5,,,Judith,F,41,T,,0,0,,,20,5,,,,,
99658264,1704430073,23192752,6,,,Jenna,F,41,N,,0,0,,,90,8,,,,,
37968424,1830477208,7827103,2,,,Danny,M,30,N,,0,0,,,20,3,,,,,
66102605,1621473314,10164913,5,,,Penelope,F,35,P,,0,0,,,20,2,,,,,
93201030,1631482596,16844804,1,,,Angel,F,41,N,,0,0,,,10,7,,,,,
34818300,1400323920,8543611,5,,,Percy,M,35,T,,0,0,,,90,6,,,,,
50461483,1093492356,9474913,5,,,Laila,F,35,N,,0,0,,,90,3,,,,,
44613776,1585348419,9238048,6,,,Rylee,F,11,P,,0,0,,,90,8,,,,,
25626806,1755150866,23691641,5,,,Joseph,M,50,T,,0,0,,,90,3,,,,,
76841593,1318425993,27125206,1,,,Harry,M,42,N,,0,0,,,90,3,,,,,
37259099,1724786164,20037548,4,,,Oliver,M,,N,,0,0,,,90,1,,,,,
91117649,1455560149,24909092,7,,,Maya,F,51,T,,0,0,,,90,2,,,,,
68026014,1032716092,14043960,7,,,Bree,F,42,P,,0,0,,,10,3,,,,,
58232597,1106540468,15959506,8,,,Britney,F,41,N,,0,0,,,20,2,,,,,
80148101,2130298611,8216161,2,,,Elijah,M,30,P,,0,0,,,10,3,,,,,
97286180,1276673520,26672899,2,,,Ryan,M,52,P,,0,0,,,90,3,,,,,
41582677,2146157352,12824465,3,,,Marissa,F,51,N,,0,0,,,90,5,,,,,
97531162,1649163907,18163693,6,,,Cedrick,M,20,T,,0,0,,,90,3,,,,,
67675095,1875711493,16522686,8,,,Josh,M,77,T,,0,0,,,10,7,,,,,
36918882,2092588953,20339123,8,,,Crystal,F,51,P,,0,0,,,90,2,,,,,
36608895,1000554246,27185240,5,,,Matt,M,30,P,,0,0,,,90,6,,,,,
81552985,1997411470,19532639,8,,,Ron,M,,P,,0,0,,,90,2,,,,,
82989819,1470764800,10502161,1,,,Tom,M,77,P,,0,0,,,90,7,,,,,
10657941,1065783752,8925483,1,,,Kirsten,F,,P,,0,0,,,90,1,,,,,
68754959,1281386982,24167310,3,,,Bryon,M,50,P,,0,0,,,10,1,,,,,
89212039,1590100986,9962910,4,,,Trisha,F,30,T,,0,0,,,90,1,,,,,
10765235,2052567218,17320866,7,,,Rick,M,51,P,,0,0,,,10,3,,,,,
31946884,1000649851,16986238,3,,,Adelaide,F,35,P,,0,0,,,10,1,,,,,
87549383,1581164298,11164237,8,,,Sabina,F,,T,,0,0,,,10,5,,,,,
86557684,1340966853,21933271,7,,,Luke,M,10,T,,0,0,,,10,1,,,,,
77245198,1138884376,24085524,8,,,Oliver,M,51,P,,0,0,,,90,6,,,,,
49111905,1048765206,19904661,6,,,Rita,F,21,T,,0,0,,,10,8,,,,,
53059115,1752465378,19775833,5,,,Alma,F,42,P,,0,0,,,20,3,,,,,
66066671,1295989664,15886391,1,,,Sebastian,M,,T,,0,0,,,90,3,,,,,
95312705,1527808363,11741401,2,,,Paige,F,52,P,,0,0,,,20,7,,,,,
10975310,1300632436,13074515,4,,,Tom,M,77,T,,0,0,,,10,1,,,,,
49719783,1198754183,26946620,2,,,Holly,F,,T,,0,0,,,90,5,,,,,
15069801,2127962986,20748556,3,,,Iris,F,52,T,,0,0,,,20,2,,,,,
75544008,2053254533,13608757,7,,,Aleksandra,F,52,P,,0,0,,,20,5,,,,,
69568529,2059537709,22175723,2,,,Valerie,F,35,P,,0,0,,,10,6,,,,,
37361437,1763078885,9947179,6,,,Cassandra,F,10,P,,0,0,,,90,6,,,,,
7221739,1155205847,11269470,8,,,Helen,F,11,N,,0,0,,,90,4,,,,,
46752999,1449202221,27063798,6,,,Matt,M,11,T,,0,0,,,20,2,,,,,
56286130,1093307121,26607725,6,,,Jaylene,F,21,T,,0,0,,,10,2,,,,,
23722826,1602711024,20677043,1,,,Gil,M,11,T,,0,0,,,90,4,,,,,
27952143,1730181578,20997178,7,,,Destiny,F,,N,,0,0,,,90,5,,,,,
53507803,1963821841,20341121,8,,,Juliet,F,11,T,,0,0,,,10,2,,,,,
71338579,1552938384,22140757,8,,,Rowan,F,42,N,,0,0,,,10,2,,,,,
33774279,1835149525,20807001,1,,,Georgia,F,20,T,,0,0,,,90,5,,,,,
66025870,1384334454,9572921,4,,,Wade,M,30,P,,0,0,,,90,7,,,,,
52686862,1967887114,26945093,1,,,Gloria,F,51,T,,0,0,,,10,4,,,,,
40405023,1003070030,13332168,3,,,Carl,M,41,N,,0,0,,,90,6,,,,,
8213407,1110792485,8438842,8,,,Chester,M,20,T,,0,0,,,20,2,,,,,
26878082,1654479686,9873244,1,,,Judith,F,41,N,,0,0,,,90,7,,,,,
6244856,1397007514,21940274,1,,,Alexa,F,51,P,,0,0,,,20,2,,,,,
13395990,1683048643,25240619,1,,,Aileen,F,30,T,,0,0,,,10,6,,,,,
26152450,1014000166,7754336,2,,,George,M,21,T,,0,0,,,90,2,,,,,
33775150,1143531607,27895230,2,,,Erick,M,10,P,,0,0,,,20,5,,,,,
39724892,1114539539,27845603,2,,,Sebastian,M,10,P,,0,0,,,90,1,,,,,
3139719,1622673673,16513028,1,,,Dorothy,F,52,T,,0,0,,,90,6,,,,,
80167913,1222579438,18231484,1,,,Candace,F,21,P,,0,0,,,10,2,,,,,
91406900,1306959586,20262832,2,,,Alice,F,35,T,,0,0,,,90,7,,,,,
33245701,2001428612,27243664,6,,,Rosemary,F,42,P,,0,0,,,10,1,,,,,
88919078,1994439882,11208884,6,,,Regina,F,50,N,,0,0,,,10,4,,,,,
30970043,1282167132,18296297,4,,,Tom,M,11,P,,0,0,,,20,3,,,,,
7000486,1944173499,11332223,1,,,Kieth,M,21,P,,0,0,,,90,6,,,,,
38976278,1261636778,22562382,1,,,Maribel,F,42,T,,0,0,,,90,3,,,,,
91016698,1879646456,20816655,2,,,Gabriel,M,21,N,,0,0,,,10,7,,,,,
46506317,1485220138,9756120,4,,,Wade,M,51,P,,0,0,,,10,4,,,,,
44897535,2131748397,10207807,6,,,Winnie,F,41,N,,0,0,,,90,6,,,,,
72275591,1960768555,13196468,4,,,Vanessa,F,21,T,,0,0,,,90,6,,,,,
92600357,1626404330,12911233,8,,,Gwenyth,F,35,P,,0,0,,,10,8,,,,,
78141915,1379409654,11499365,1,,,Estrella,F,21,P,,0,0,,,20,5,,,,,
29992573,1374723605,15509583,2,,,Nathan,M,52,N,,0,0,,,20,6,,,,,
26722147,1586092506,11743406,4,,,Abbey,F,51,T,,0,0,,,20,4,,,,,
59362673,1364890722,17732532,2,,,Cedrick,M,21,N,,0,0,,,20,4,,,,,
70200752,1615328272,27439412,5,,,Judith,F,51,T,,0,0,,,10,8,,,,,
65065659,1640166538,26706235,7,,,Caleb,M,,T,,0,0,,,10,2,,,,,
15681560,1203869106,23942780,6,,,Alba,F,35,T,,0,0,,,90,1,,,,,
60292653,1678340328,17927447,4,,,Martin,M,77,P,,0,0,,,20,4,,,,,
74336802,1617027394,24982226,2,,,Jennifer,F,30,N,,0,0,,,90,5,,,,,
61080674,2124031294,24185121,6,,,Mason,M,10,T,,0,0,,,90,1,,,,,
44964236,1197127240,14194098,3,,,Jolene,F,,T,,0,0,,,20,4,,,,,
96389654,2105558545,8516153,7,,,Bob,M,52,T,,0,0,,,20,2,,,,,
32877946,2035847563,26004118,6,,,Caitlyn,F,51,T,,0,0,,,10,1,,,,,
62250511,1938821727,15651094,8,,,Gwenyth,F,10,T,,0,0,,,10,2,,,,,
71335933,1957633094,24934352,6,,,Chanelle,F,10,T,,0,0,,,20,5,,,,,
682047,1404764935,7371154,4,,,Gabriel,M,51,T,,0,0,,,10,3,,,,,
48790370,1978982685,16350055,4,,,Fred,M,42,N,,0,0,,,90,6,,,,,
84091137,1717592624,11200242,7,,,Harvey,M,30,N,,0,0,,,20,4,,,,,
75335187,1358726408,15509553,8,,,Logan,F,10,T,,0,0,,,10,5,,,,,
70231205,1840190488,14809208,2,,,Denis,M,52,T,,0,0,,,90,7,,,,,
48943235,1877211151,10672615,2,,,Lucas,M,20,P,,0,0,,,90,7,,,,,
15648449,1297819356,21468581,1,,,Lorraine,F,20,N,,0,0,,,20,5,,,,,
46774443,1732755573,17377963,4,,,Roger,M,10,P,,0,0,,,10,3,,,,,
19229257,1563192577,26105027,6,,,Regina,F,11,N,,0,0,,,90,6,,,,,
92243851,1138433298,11561788,5,,,Christy,F,20,N,,0,0,,,90,1,,,,,
23173329,1845961096,21718164,6,,,Emerald,F,42,N,,0,0,,,90,5,,,,,
9473546,1577958445,17478060,1,,,Daniel,M,21,N,,0,0,,,20,6,,,,,
56728045,1527450388,18987545,2,,,Doug,M,77,T,,0,0,,,20,2,,,,,
71162644,1268954218,21296018,1,,,Ciara,F,50,T,,0,0,,,20,3,,,,,
53609011,1986294893,9595806,1,,,Aurelia,F,50,P,,0,0,,,10,1,,,,,
38225662,1476151227,9945767,2,,,Daron,M,50,N,,0,0,,,10,7,,,,,
27204752,1927545389,23462486,4,,,Angel,F,20,N,,0,0,,,20,5,,,,,
90174216,1923133697,7862420,2,,,David,M,10,P,,0,0,,,90,2,,,,,
48695370,1741136410,13363298,8,,,Emmanuelle,F,35,T,,0,0,,,90,2,,,,,
79099576,1942532575,24702524,2,,,John,M,41,T,,0,0,,,10,1,,,,,
13935079,1447746189,11984847,2,,,Rufus,M,77,N,,0,0,,,20,1,,,,,
24257108,1151842884,13357057,2,,,Sabrina,F,50,N,,0,0,,,90,5,,,,,
99900038,2034623059,12199747,3,,,Parker,F,,T,,0,0,,,20,5,,,,,
60637328,1642511709,10471443,6,,,Vera,F,21,N,,0,0,,,90,1,,,,,
89962883,2127116112,19668606,8,,,Marvin,M,52,T,,0,0,,,10,8,,,,,
1395009,1568813933,12005591,8,,,Harry,M,,T,,0,0,,,10,4,,,,,
64154571,1542290681,21525733,8,,,Elise,F,30,P,,0,0,,,90,6,,,,,
69292034,2146134136,14282684,6,,,Daron,M,50,N,,0,0,,,90,2,,,,,
83610346,2121019594,10181946,4,,,Colleen,F,30,N,,0,0,,,10,3,,,,,
17967985,1853840358,27107371,3,,,Carmella,F,35,T,,0,0,,,20,5,,,,,
41462728,1792454584,18378212,5,,,Oliver,M,52,N,,0,0,,,20,8,,,,,
37697192,1841768280,24926969,7,,,Aiden,M,,N,,0,0,,,90,6,,,,,
31887818,1666522249,10553906,6,,,Gemma,F,52,T,,0,0,,,90,6,,,,,
97460520,1037698743,22329800,8,,,Carmen,F,21,T,,0,0,,,90,3,,,,,
23266718,1733882812,19284321,4,,,Eduardo,M,42,P,,0,0,,,20,5,,,,,
25740056,1250949377,11760744,4,,,Agnes,F,51,N,,0,0,,,90,5,,,,,
49729180,1571845828,25453970,1,,,Nick,M,,T,,0,0,,,10,3,,,,,
81211658,1085711403,26477858,2,,,Daniel,M,,T,,0,0,,,20,8,,,,,
29265495,1871949869,16988136,6,,,Savannah,F,51,N,,0,0,,,90,8,,,,,
96168697,1201894315,8964352,5,,,Marissa,F,,N,,0,0,,,20,4,,,,,
47003250,1010674465,15659764,4,,,Adalie,F,77,P,,0,0,,,20,6,,,,,
71880248,1916467049,19380695,6,,,Danny,M,21,P,,0,0,,,90,2,,,,,
70892095,1184499751,27272943,1,,,Matthew,M,35,T,,0,0,,,20,4,,,,,
55640753,1857099671,27986202,3,,,Barney,M,11,T,,0,0,,,90,6,1,,SI,,
36453655,1731252164,26695404,8,,,Valentina,F,50,T,,0,0,,,10,7,3,,SI,,
50388830,2009220758,9964023,3,,,Alexander,M,10,T,,0,0,,,10,5,4,,SI,,
7509876,1530168012,21777517,5,,,Chloe,F,42,N,,0,0,,,10,1,1,,NO,,
50673085,1227751035,9398470,8,,,Benny,M,50,P,,0,0,,,10,6,3,,SI,,
96215114,2141231281,20447355,1,,,Johnathan,M,42,P,,0,0,,,20,4,3,,SI,,
15433098,1771635200,25168858,7,,,Noah,M,10,P,,0,0,,,20,4,0,,NO,,
97606103,1419554317,11011238,6,,,Ivette,F,52,N,,0,0,,,20,5,0,,NO,,
21706761,1555911417,27837749,7,,,Evelynn,F,42,N,,0,0,,,20,8,0,,NO,,
80486723,1255489779,20233799,5,,,Gil,M,77,T,,0,0,,,90,4,3,,NO,,
93240512,1162806650,11892050,2,,,Roger,M,52,T,,0,0,,,10,3,2,,NO,,
31914394,1208609185,12353414,4,,,Noah,M,11,T,,0,0,,,90,3,1,,NO,,
49588649,1072197107,14316970,1,,,Cassandra,F,20,P,,0,0,,,10,7,4,,NO,,
85814398,1724937440,21229532,8,,,Manuel,M,51,N,,0,0,,,10,5,0,,NO,,
23995630,1443183777,22914488,7,,,Jayden,M,42,N,,0,0,,,90,2,0,,NO,,
53165417,1037627819,15999657,3,,,Bart,M,52,P,,0,0,,,90,1,3,,NO,,
45178337,1881284172,26005511,5,,,Mark,M,11,P,,0,0,,,90,8,3,,SI,,
94597854,1482844774,18971375,4,,,Ally,F,20,P,,0,0,,,90,3,4,,SI,,
66743581,1650151390,24957289,3,,,Mark,M,35,P,,0,0,,,90,4,2,,NO,,
51746882,1585585354,14383138,1,,,Bristol,F,21,P,,0,0,,,10,6,4,,SI,,
25597752,1825345251,24364823,4,,,Ron,M,,N,,0,0,,,10,1,4,,SI,,
49976034,1668279244,7809666,8,,,Carter,M,42,T,,0,0,,,10,8,1,,SI,,
84299029,1771602435,15682504,7,,,Leroy,M,41,T,,0,0,,,90,8,1,,SI,,
2164397,1405962657,18510021,4,,,Fred,M,77,P,,0,0,,,90,8,3,,NO,,
482357,1051682616,15218185,7,,,Roger,M,41,T,,0,0,,,10,4,2,,NO,,
10951847,1078870563,27229977,6,,,Renee,F,,N,,0,0,,,90,1,4,,NO,,
79329098,1843201038,20092192,6,,,Winnie,F,77,P,,0,0,,,20,7,1,,NO,,
43021485,1997007347,27205560,8,,,Caitlyn,F,35,N,,0,0,,,20,4,1,,NO,,
7139545,1541248320,21048495,8,,,Matt,M,77,T,,0,0,,,10,5,0,,SI,,
77072404,1796360833,22551792,2,,,Holly,F,20,T,,0,0,,,10,6,3,,NO,,
1636531,2040342890,10386628,2,,,Martin,M,21,N,,0,0,,,90,2,0,,NO,,
24072032,1017098589,21098866,3,,,Martha,F,42,N,,0,0,,,90,3,3,,SI,,
2185568,2096805313,22587277,7,,,Janice,F,30,N,,0,0,,,90,7,1,,SI,,
77839057,2102548687,17205097,4,,,Faith,F,20,N,,0,0,,,10,2,3,,SI,,
37672662,1091004600,14984050,6,,,John,M,42,T,,0,0,,,20,4,1,,NO,,
29108209,2118679646,27805032,2,,,Georgia,F,35,T,,0,0,,,20,3,2,,SI,,
17447599,1419926354,26055188,7,,,Rufus,M,42,P,,0,0,,,10,6,1,,NO,,
55578530,2126516603,15257743,5,,,Margaret,F,42,P,,0,0,,,20,1,0,,SI,,
39045651,1338433331,8408468,7,,,William,M,51,N,,0,0,,,10,3,3,,NO,,
46754357,1597767161,9641033,3,,,Clint,M,21,P,,0,0,,,10,1,2,,SI,,
95594011,1631821441,20250485,3,,,Agnes,F,42,N,,0,0,,,90,1,2,,SI,,
62368535,1229191774,21799895,6,,,Francesca,F,42,P,,0,0,,,20,2,2,,SI,,
91210729,1768267409,16671316,3,,,Destiny,F,30,T,,0,0,,,20,1,4,,SI,,
45151615,1621487031,11763319,4,,,Johnny,M,10,N,,0,0,,,10,2,3,,SI,,
